"This banner does not exist.","Deze banner bestaat niet."
"You saved the banner.","U heeft de banner opgeslagen."
"We cannot save the banner.","We kunnen de banner niet opslaan."
"This campaign no longer exists.","Deze campagne bestaat niet meer."
"The Campaign has been deleted.","De campagne is verwijderd."
"Campaign to delete was not found.","Campagne die u wilt verwijderen is niet gevonden."
"Campaigns","campagnes"
"Please correct the data sent.","Corrigeer de verzonden gegevens."
"Something went wrong while saving the Campaign.","Er is iets fout gegaan tijdens het opslaan van de campagne."
"The Campaign has been saved successfully.","De campagne is succesvol opgeslagen."
"Tier","rij"
"Groups","groepen"
"Something went wrong while saving the Group.","Er is iets fout gegaan tijdens het opslaan van de groep."
"Cannot remove this group","Kan deze groep niet verwijderen"
"The Group has been created successfully.","De groep is succesvol aangemaakt."
"The Transaction has been canceled.","De transactie is geannuleerd."
"The Transaction has been completed.","De transactie is voltooid."
"Transactions","transacties"
"View Transaction ""%1""","Bekijk transactie ""%1"""
"This Transaction no longer exists.","Deze transactie bestaat niet meer."
"A total of %1 record(s) have been canceled.","Totaal %1 record (en) zijn geannuleerd."
"A total of %1 record(s) have been completed.","In totaal zijn %1 record (en) afgerond."
"Account balance is not enough to create this transaction.","Accountbalans is niet genoeg om deze transactie te maken."
"The Transaction has been created.","De transactie is aangemaakt."
"Something went wrong while saving the Transaction.","Er is iets fout gegaan tijdens het opslaan van de transactie."
"This withdrawal no longer exists.","Deze intrekking bestaat niet meer."
"Withdraws","trekt zich terug"
"Edit Withdraw ""%1""","Bewerken verwijderen ""%1"""
"Edit Withdraw ""#%1""","Bewerk opnemen ""# %1"""
"A total of %1 record(s) have been approved successfully.","Totaal %1 record (en) zijn succesvol goedgekeurd."
"A total of %1 record(s) have been cancelled.","Totaal %1 record (en) zijn geannuleerd."
"The Withdraw has been saved.","De Opname is opgeslagen."
"Something went wrong while saving the Withdraw.","Er is iets fout gegaan tijdens het opslaan van de Opname."
"My Affiliate","Mijn Partner"
"My Credit (%1)","Mijn Credit (%1)"
"Active","Actief"
"Inactive","Inactief"
"Need Approved","Need Goedgekeurd"
"Enabled","Ingeschakeld"
"Disabled","invalide"
"Percent of cart total","Percentage cart totaal"
"Fixed amount discount for whole cart","Vaste bedrag korting voor hele wagen"
"Allow Guest","Gast toestaan"
"Affiliate Member Only","Alleen aangesloten lid"
"-- Please Select --","-- Selecteer alstublieft --"
"Category page","Categorie pagina"
"Product page","Productpagina"
"Footer Link","Footer Link"
"Top Link","Top Link"
"Affiliate ID","Affiliate ID"
"Affiliate Code","Affiliate Code"
"Hash","hachee"
"Parameter","Parameter"
"Address","Adres"
"Paypal Email","Paypal E-mail"
"Transaction Id","Transactie ID"
"Affiliate Campaign","Affiliate Campaign"
"Campaign %1","Campagne %1"
"Affiliate account must be existed.","Aangesloten account moet bestaan."
"Transaction amount cannot be zero.","Transactiebedrag kan niet nul zijn."
"Account balance has been reached the limit. Please contact to store owner.","Accountbalans is de limiet bereikt. Neem contact op met de eigenaar van de winkel."
"Invalid transaction data for canceling.","Ongeldige transactiegegevens voor annulering."
"Account balance is not enough for canceling.","Accountbalans is niet genoeg om te annuleren."
"Invalid transaction data to complete.","Ongeldige transactiegegevens om te voltooien."
"Maximum amount allowed in account balance is %1.","Maximaal aantal toegelaten in rekeningbalans is %1."
"Action model is invalid for %1","Actiemodel is ongeldig voor %1"
"Changed by Admin","Gewijzigd door Admin"
"Get commission for order %1","Krijg opdracht voor bestelling %1"
"Taken back commission for refunding order %1","Teruggenomen provisie voor terugbetaling van bestelling %1"
"Subtract balance for withdraw request","Subtract saldo voor het terugtrekken verzoek"
"On Hold","In de wacht"
"Completed","Voltooid"
"Cancelled","Geannuleerd"
"Commission","Commissie"
"Paid","Betaald"
"Admin","beheerder"
"The amount request is not enough to pay for fee.","Het bedrag verzoek is niet genoeg om te betalen voor vergoeding."
"Cannot create transaction for this withdraw.","Kan geen transactie maken voor dit terugtrekken."
"Invalid withdraw data for canceling.","Ongeldig onttrekken gegevens voor annulering."
"Invalid withdraw data for approved.","Ongeldig onttrekken gegevens voor goedgekeurd."
"Pending","In afwachting"
"The Account has been saved.","Het account is opgeslagen."
"Affiliate Welcome homepage content","Affiliate Welkom homepage inhoud"
"Affiliate referfriend description","Referentienummer van de geaffilieerde partner"
"Affiliate terms & conditions","Affiliate voorwaarden"
"Delete ""%1""","Verwijder ""%1"""
"Are you sure?","Weet je het zeker?"
"Type (1st Order)","Type (1e bestelling)"
"Value (1st Order)","Waarde (1e bestelling)"
"Type (Next orders)","Type (Volgende bestellingen)"
"Value (Next orders)","Waarde (Volgende bestellingen)"
"Action","Actie"
"Add","Toevoegen"
"Delete","Verwijder"
"No","Nee"
"Yes","Ja"
"Link","Link"
"Preview","Voorbeeld"
"Copy and past this source code into your website or forum.","Kopieer en verlaat deze broncode in uw website of forum."
"No banner available","Geen banner beschikbaar"
"Credit Information","Krediet informatie"
"Created Date","Gecreëerde datum"
"No transaction found!","Geen transactie gevonden!"
"Referral Url and Code","Verwijzing Url en Code"
"Refer Url","Verwijs Url"
"Referrals that access this URL are connected as referrals once they sign up or place an order.","Verwijzingen die toegang hebben tot deze URL zijn aangesloten als verwijzingen zodra ze zich inschrijven of een bestelling plaatsen."
"Refer Code","Referentiecode"
"Referrals should enter the code in Coupon form at shopping cart page.","Verwijzingen moeten de code in de vorm van de Coupon op de winkelwagen plaatsen."
"Refer Email","Verwijs Email"
"Referrals can enter your e-mail address when signing up affiliate account.","Verwijzingen kunnen uw e-mailadres opgeven bij het aanmelden van een aangesloten account."
"Referral Via Social Networks","Verwijzing via sociale netwerken"
"Send Invitation","Verstuur uitnodiging"
"Enter your friends' emails separated by comma","Vul de e-mails van je vrienden in, gescheiden door komma's"
"Add from Address Book","Toevoegen uit Adresboek"
"Subject","Onderwerpen"
"Your message","Jouw bericht"
"Short Message","Kort bericht"
"{{friend_name}} will be replaced by your friend name based on email account. You should not edit it until you know what you are doing.","{{friend_name}} wordt vervangen door uw vriendnaam op basis van een e-mailaccount. Je moet het niet aanpassen tot je weet wat je doet."
"Send","sturen"
"Affiliate Subscriptions","Affiliate Abonnementen"
"Receive affiliate email.","Ontvang geaffilieerde e-mail."
"Affiliate Information","Geaffilieerde Informatie"
"Customer email or Affiliate code","Klant e-mail of affiliate code"
"Create an Account","Account aanmaken"
"Request Withdraw","Aanvraag terugtrekken"
"Request Amount","Aanvraagbedrag"
"Select Payment Method","Selecteer betaalmethode"
"Withdraw Policy","Verwijder beleid"
"Send Request","Verzend verzoek"
"Paypal Email Associate","Paypal Email Associate"
"Paypal Email Address","Paypal Email Adres"
"Withdraw History","Onthaal de geschiedenis"
"Requested Date","Gevraagde datum"
"Withdraw Method","Onttrekken Methode"
"View","Uitzicht"
"Are you sure you want to cancel this withdraw?","Weet u zeker dat u dit terugtrekt wilt annuleren?"
"No withdraw found!","Geen terugtrekken gevonden!"
"Requested Amount","Gevraagde Bedrag"
"Net. Amount","Netto. Bedrag"
"Resolve Date","Datum op te lossen"
"Back","Terug"
"%1 for first order.","%1 voor de eerste bestelling."
"%1 of Order Total for first order.","%1 van Order Totaal voor eerste bestelling."
"%1 of Order Profit for first order.","%1 van Order Profit voor eerste bestelling."
"%1 for next orders.","%1 voor volgende orders."
"%1 of Order Total for next orders.","%1 van Order Totaal voor volgende orders."
"%1 of Order Profit for next orders.","%1 van Order Profit voor volgende orders."
"Discount policy","Kortingsbeleid"
"Valid Date","Geldige datum"
"Always","Altijd"
"from","van"
"to","tot"
"Affiliate account approved","Affiliate account goedgekeurd"
"%name,","%name,"
"Welcome to our Affiliate program.","Welkom bij ons Affiliate programma."
"Your Affiliate account is approved and let begin with Affiliate program's outstanding features.","Uw affiliate account is goedgekeurd en laat u beginnen met de uitstekende functies van het affiliate programma."
"Affiliate is the perfect and interesting Magento extension and be seemed to be the business model, where you have the role as collaborators. You can recommend other customers to seller's products, and then make a big shopping public for yourself. This is earning methods on internet although you don't need any product or private website.","Affiliate is de perfecte en interessante Magento-extensie en leek het bedrijfsmodel te zijn, waar je de rol hebt als medewerkers. U kunt andere klanten aan de producten van de verkoper aanbevelen, en dan zelf een groot winkelcentrum maken. Dit is het verdienen van methodes op internet, hoewel u geen product of privé website nodig heeft."
"Specially, you will receive the typical and wonderful benefits following as:","Speciaal ontvangt u de typische en prachtige voordelen als volgt:"
"Earning commission","Inkomstencommissie"
"Coming to Affiliate, simply, you will choose any product from seller's website, and seed link of the product to people needing it. If the presentee buy the item, you will get percentage per order.","Naar Affiliate, gewoon, kiest u een product van de verkoper website, en zaad link van het product aan mensen die het nodig hebben. Als de klant het object koopt, krijgt u per order per order."
"Using available template","Het beschikbare sjabloon gebruiken"
"In addition,you are supplied templates such as email, banner, newsletters, etc. by seller's website. You will send invitations to your target customers by these templates, which makes you build the network easily and perfectly.","Daarnaast worden u sjablonen aangeboden zoals e-mail, banner, nieuwsbrieven, enz. Op de website van de verkoper. U stuurt uitnodigingen naar uw doelgroep door deze sjablonen, waardoor u het netwerk eenvoudig en perfect kunt bouwen."
"Tracking history activities","Tracking geschiedenis activiteiten"
"Affiliate supports you to manage the process of sending invitation, recipient's name, their profit, etc. Therefore, you can follow your work detailedly by themselves.","Affiliate ondersteunt u om het proces van uitnodiging te verzenden, de naam van de ontvanger, hun winst, enz. Daarom kunt u uw werk gedetailleerd op zich volgen."
"Giving cash when achieving the target","Geld geven bij het bereiken van het doel"
"Affiliate give interesting chances to earning money while you don't need any products or services, you only advertise the product of seller's website by available advertising methods. Until their revenue they earn reach  the offered rates, they will withdraw money from their accounts.","Affiliate biedt interessante kansen om geld te verdienen, terwijl u geen producten of diensten nodig heeft. U kunt alleen het product van de verkoper's website adverteren via beschikbare reclamemethoden. Tot hun inkomsten verdienen ze de aangeboden tarieven bereiken, zullen ze geld uit hun rekeningen terugtrekken."
"Thank you again, %store_name","Nogmaals bedankt, %store_name"
"Welcome to our affiliate program","Welkom bij ons affiliate programma"
"When using our affiliate program, you can use basics features in the following:","Bij het gebruik van ons affiliate programma kunt u de basisfuncties gebruiken in het volgende:"
"Let come to Affiliate program to experience attractive opportunities!","Laat Affiliate programma komen om aantrekkelijke kansen te ervaren!"
"Your balance has been updated!","Uw saldo is bijgewerkt!"
"We have updated the balance for you so that you can have relevant information of your commission or paid. This email help you control your activities actively.","Wij hebben het saldo voor u bijgewerkt, zodat u relevante informatie van uw commissie of betaald kunt hebben. Met deze email kunt u uw activiteiten actief beheren."
"The transaction detail","Het transactiedetail"
"Transaction title: %title","Transactie titel: %title"
"Transaction amount: %amount","Transactiebedrag: %amount"
"Transaction status: %status","Transactie status: %status"
"Current balance: %balance","Huidig ​​saldo: %balance"
"Withdraw request complete!","Onttrek aanvraag compleet!"
"We would like to inform you that your withdraw request,which was created at %request_at has been completed. You will receive money after some days depending on the payment method which you choose.","We willen u op de hoogte stellen dat uw terugtrekkingsverzoek, dat is gemaakt op% request_at is voltooid. U ontvangt na enkele dagen geld, afhankelijk van de betaalmethode die u kiest."
"The withdraw detail","Het terugtrekken detail"
"Withdraw Id: %withdraw_id","Onttrek Id:% withdraw_id"
"Transfer Amount: %amount","Overboekingsbedrag: %amount"
"Request Amount: %amount","Aanvraagbedrag: %amount"
"Tax/fee: %fee","Belasting / heffing: %fee"
"Payment Method: %payment","Betaalmethode: %pbetaling"
"You can check your withdraw by ","U kunt uw terugtrekken controleren door"
"logging into your account","Log in bij je account"
"Affiliate","filiaal"
"General","Algemeen"
"Enable","in staat stellen"
"Cookie Expiration","Cookie Expiration"
"day(s). The number of days for admin to store cookies of this program. Default: 365, <a href=""http://wiki.magecheckout.com/affiliate/kb/affiliate-tracking/enabling-lifetime-tracking.html"" target=""_blank"">learn more</a>","dag (en). Het aantal dagen voor admin om cookies van dit programma op te slaan. Standaard: 365, <a href=""http://wiki.magecheckout.com/affiliate/kb/affiliate-tracking/enabling-lifetime-tracking.html"" target=""_blank"">leer meer</a>"
"Allow overriding cookies","Kritische cookies toestaan"
"Allow overriding exist affiliate cookie.","Laat het overheersen bestaan ​​van aangesloten cookie."
"Show Affiliate link on","Toon affiliate link op"
"Default page","Standaard pagina"
"Affiliate homepage content","Affiliate website inhoud"
"Select CMS Static Block.","Selecteer CMS Static Block."
"Display Policy Page","Beleidspagina weergeven"
"Select CMS Page for Policy Page","Selecteer CMS-pagina voor beleidspagina"
"Select CMS page","Selecteer CMS pagina"
"Affiliate URL","Aangesloten URL"
"URL Style","URL-stijl"
"E.g: <br />Parameter: http://example.com/?<strong>c=123</strong><br />Hash: http://example.com<strong>#c123</strong>","Bijvoorbeeld: <br />Parameter: http://example.com/?<strong>c=123</strong><br />Hash: http: //example.com<strong>#c123</strong>"
"Custom parameter","Aangepaste parameter"
"This will be used in URL such as: ?<span style=""font-weight:bold;color:red;"">c</span>=123 <br />Or #<span style=""font-weight:bold;color:red;"">c</span>123","Dit wordt gebruikt in URL, zoals:? <span style=""font-weight:bold;color:red;"">c</span> = 123 <br />Op # <span style=""font-weight:bold;color:red;"">c</span>123"
"Parameter value","Parameter waarde"
"The length of Affiliate code","De lengte van de affiliate code"
"It should be greater than 3, and smaller than 32. Default is 6.","Het moet groter zijn dan 3 en kleiner dan 32. Standaard is 6."
"Account Configuration","Account configuratie"
"Affiliate Sign up","Affiliate Aanmelden"
"Default Affiliate Group","Standaard Affiliate Groep"
"Require admin's approval","Vereisen admin's goedkeuring"
"Checked ""Email notification"" by default","Gecontroleerd ""Email notification"" als standaard"
"Term and condition","Termijn en conditie"
"Enable Terms and Conditions","Algemene voorwaarden inschakelen"
"Checkbox Text","Checkbox Text"
"Terms and Conditions Title","Algemene voorwaarden Titel"
"Terms and Conditions Content","Algemene voorwaarden Inhoud"
"Select CMS Block.","Selecteer CMS-blok."
"Checkbox is checked by default","Het selectievakje is standaard gecontroleerd"
"Account Balance","Account Balans"
"Maximum of Affiliate Balance","Maximale Affiliate Balance"
"The maximum balance of Affiliate. The affiliate cannot get commission if balance equal this value. Empty or Zero is no limitation.","Het maximale saldo van de geaffilieerde. De geaffilieerde kan geen commissie krijgen als evenwicht gelijk is aan deze waarde. Leeg of Nul is geen beperking."
"Allow negative balance","Laat negatief evenwicht toe"
"Commission Configuration","Configuratie van de Commissie"
"Earn commission from tax","Betaal commissie van belasting"
"Earn commission from shipping fee","Betaal commissie tegen verzendkosten"
"Commission calculation process","Berekening van de Commissie"
"Allow Affiliate receiving commission when Invoice created","Laat affiliate ontvangen commissie toe factuur gecreëerd"
"Hold commission transactions for","Houd commissie transacties voor"
"Deduct commission from Affiliate's balance when order is refunded/canceled","Trek de provisie van het saldo van de partner af bij de terugbetaling / annulering van de bestelling"
"Withdraw Configuration","Configuratie verwijderen"
"Allow withdraw request","Laat het verzoek terugtrekken"
"Payment Methods","Betaalmethoden"
"The minimum balance in affiliate account for requesting withdraw","Het minimale saldo in de aangesloten account voor het aanvragen van terugtrekken"
"Minimum withdraw amount","Minimum terugtrekken bedrag"
"Include Fee","Inclusief fooi"
"Maximum withdraw amount","Maximaal terugtrekken bedrag"
"Email Configuration","E-mailconfiguratie"
"Email Sender","Email Afzender"
"Account Email","E-mailaccount"
"Send Welcome Email","Stuur welkom e-mail"
"Welcome Email","Welkom Email"
"Welcome Email After Account Approved","Welkom Email Na Account Goedgekeurd"
"This email will be sent instead of welcome email, after approving account.","Deze e-mail wordt verzonden in plaats van een e-mail te ontvangen, na goedkeuring van een account."
"Transaction Email","Transactie Email"
"Send Transaction Email","Verzend Transactie Email"
"Update Balance Email","Update Balance Email"
"Withdraw Email","Verwijder Email"
"Send Withdraw Email","Verzend Ontvang Email"
"Withdraw Complete Email","Verwijder Volledige Email"
"Refer Friends Configuration","Verwijs vriendenconfiguratie"
"Enable Refer Friends Feature","Schakel de functie Vriendenfunctie in"
"Refer Sharing Email","Verwijs delen e-mail"
"Default Refer Url","Standaard Verwijs Url"
"Select block to show referfriend description","Selecteer blok om de beschrijving van de vriendin te tonen"
"Refer friend homepage content","Raadpleeg de inhoud van de vriendinwebsite"
"AddThis.com ID","AddThis.com ID"
"Use Cloudsponge to retrieve email contacts","Gebruik Cloudsponge om e-mailcontacten op te halen"
"Cloudsponge Key","Cloudsponge Key"
"Sending Email Content","E-mail inhoud verzenden"
"Default Email Subject","Standaard e-mail onderwerp"
"Default Email Body","Standaard Email Body"
"Default Message Shared via Social","Standaard bericht gedeeld via sociaal"
"ID","ID kaart"
"Email","E-mail"
"Phone","Telefoon"
"ZIP/Post Code","Postcode / postcode"
"Country","land"
"State/Province","Staat / Provincie"
"Signed-up Point","Getekend punt"
"Website","Website"
"Created At","Gemaakt bij"
"Add New Account","Voeg een nieuw account toe"
"Delete Accounts","Verwijder accounts"
"Are you sure you want to delete selected Accounts?","Weet u zeker dat u geselecteerde accounts wilt verwijderen?"
"Total Commission","Totaal Commissie"
"Add New Banner","Voeg nieuwe banner toe"
"Delete Banners","Banners verwijderen"
"Are you sure you want to delete selected banners?","Weet u zeker dat u geselecteerde banners wilt verwijderen?"
"URL","URL"
"Campaign","Campagne"
"Created","gemaakt"
"Add New Campaign","Voeg een nieuwe campagne toe"
"Delete Campaigns","Campagnes verwijderen"
"Are you sure you wan't to delete selected Campaigns?","Weet u zeker dat u geselecteerde campagnes wilt verwijderen?"
"Add New Group","Nieuwe groep toevoegen"
"Delete Groups","Groepen verwijderen"
"Are you sure you want to delete selected groups?","Weet u zeker dat u geselecteerde groepen wilt verwijderen?"
"Add New Transaction","Nieuwe transactie toevoegen"
"Complete Transactions","Volledige transacties"
"Are you sure you want to complete selected transactions?","Weet u zeker dat u geselecteerde transacties wilt voltooien?"
"Cancel Transactions","Transacties annuleren"
"Are you sure you want to cancel selected Transactions?","Weet u zeker dat u geselecteerde transacties wilt annuleren?"
"Action Type","actie type"
"Amount Used","Bedrag gebruikt"
"Amount Hold","Bedrag Houd"
"Current Balance","Huidig ​​saldo"
"Store","Op te slaan"
"Holding Date","Houdingsdatum"
"Add New Withdraw","Voeg nieuwe onttrekking toe"
"Approve","Goedkeuren"
"Approve Withdraws","Keur terugtrekken goed"
"Are you sure you want to approve selected Withdraws?","Weet u zeker dat u geselecteerde Withdraws wilt goedkeuren?"
"Cancel Withdraws","Annuleren Onttrekkingen"
"Are you sure you want to cancel selected Withdraws?","Weet u zeker dat u geselecteerde Withdraws wilt annuleren?"
"Transaction ID","Transactie ID"
"Transferred","overgedragen"
"Account Dashboard","Account Dashboard"
"Home","Huis"
"Signup","Aanmelden"
"Refer Friend","Verwijs vriend"
"Setting","omgeving"
